SubTime,NumProcs,ExeTime,InterArrivalTime,,,,,
6991966,64,62,59,,,,,
6992146,64,61,180,,,,,
6992386,64,60,240,,,,,
6992566,32,61,180,,,,,
6992627,32,59,61,,,,,
6992686,32,61,59,,,,,
6992747,32,60,61,,,,,
6992807,32,60,60,,,,,
6992866,32,65,59,,,,,
6992930,64,60,64,,,,,
6992930,64,61,0,,,,,
6992931,32,59,1,,,,,
6992990,32,57,59,,,,,
6993047,32,60,57,,,,,
6993106,32,61,59,,,,,
6993166,32,62,60,,,,,
6993227,32,60,61,,,,,
6993286,32,60,59,,,,,
6993346,32,60,60,,,,,
6993406,32,60,60,,,,,
6993466,32,61,60,,,,,
6993527,32,59,61,,,,,
6993646,32,61,119,,,,,
6993706,32,60,60,,,,,
6993766,32,62,60,,,,,
6993827,32,60,61,,,,,
6993886,32,60,59,,,,,
6993946,32,61,60,,,,,
6994067,64,60,121,,,,,
6994186,64,60,119,,,,,
6994442,32,59,256,,,,,
6995432,32,59,990,,,,,
6995432,64,60,0,,,,,
6995432,64,60,0,,,,,
6995491,64,60,59,,,,,
6995551,64,52,60,,,,,
6995551,64,52,0,,,,,
6995603,64,60,52,,,,,
6995663,64,59,60,,,,,
6995722,32,60,59,,,,,
6995782,32,61,60,,,,,
6995782,64,61,0,,,,,
6995842,32,64,60,,,,,
6995842,32,65,0,,,,,
6995842,64,66,0,,,,,
6995842,64,66,0,,,,,
6995904,64,63,62,,,,,
6995904,64,64,0,,,,,
6995906,32,61,2,,,,,
6995906,32,61,0,,,,,
6995966,64,57,60,,,,,
6995966,64,57,0,,,,,
6996023,64,36,57,,,,,
6996058,64,61,35,,,,,
6996058,64,61,0,,,,,
6996059,32,59,1,,,,,
6996059,32,60,0,,,,,
6996178,32,61,119,,,,,
6996178,32,61,0,,,,,
6996178,64,61,0,,,,,
6996178,64,62,0,,,,,
6996238,64,62,60,,,,,
6996238,64,62,0,,,,,
6996300,32,59,62,,,,,
6996300,64,59,0,,,,,
6996358,32,60,58,,,,,
6996358,32,61,0,,,,,
6996358,64,61,0,,,,,
6996358,64,62,0,,,,,
6996418,64,61,60,,,,,
6996418,64,61,0,,,,,
6996478,32,62,60,,,,,
6996539,64,61,61,,,,,
6996539,64,62,0,,,,,
6996540,32,60,1,,,,,
6996658,64,62,118,,,,,
6996658,64,62,0,,,,,
6996659,32,60,1,,,,,
6996659,32,60,0,,,,,
6996718,64,61,59,,,,,
6996719,32,59,1,,,,,
6996719,64,59,0,,,,,
6996838,64,63,119,,,,,
6996838,64,64,0,,,,,
6996839,32,61,1,,,,,
6996839,32,62,0,,,,,
6996900,64,59,61,,,,,
6996900,64,59,0,,,,,
6996958,32,63,58,,,,,
6997019,64,61,61,,,,,
6997019,64,61,0,,,,,
6997020,32,59,1,,,,,
6997079,64,60,59,,,,,
6997079,64,60,0,,,,,
6997199,32,60,120,,,,,
6997199,32,61,0,,,,,
6997199,64,61,0,,,,,
6997199,64,61,0,,,,,
6997259,64,59,60,,,,,
6997259,64,60,0,,,,,
6997318,32,61,59,,,,,
6997378,64,62,60,,,,,
6997378,64,62,0,,,,,
6997379,32,60,1,,,,,
6997379,32,61,0,,,,,
6997439,64,61,60,,,,,
6997439,64,61,0,,,,,
6997499,64,63,60,,,,,
6997499,64,64,0,,,,,
6997500,32,61,1,,,,,
6997500,32,62,0,,,,,
6997561,64,57,61,,,,,
6997561,64,58,0,,,,,
6997618,32,61,57,,,,,
6997679,32,59,61,,,,,
6997679,32,60,0,,,,,
6997679,64,60,0,,,,,
6997679,64,61,0,,,,,
6997738,64,62,59,,,,,
6997738,64,62,0,,,,,
6997799,32,60,61,,,,,
6997859,32,60,60,,,,,
6997859,32,60,0,,,,,
6997859,64,61,0,,,,,
6997859,64,61,0,,,,,
6997919,64,60,60,,,,,
6997919,64,60,0,,,,,
6997978,64,62,59,,,,,
6997978,64,63,0,,,,,
6997979,32,61,1,,,,,
6998039,64,62,60,,,,,
6998040,64,60,1,,,,,
6998100,64,58,60,,,,,
6998100,64,59,0,,,,,
6998158,32,62,58,,,,,
6998219,64,61,61,,,,,
6998219,64,61,0,,,,,
6998220,32,59,1,,,,,
6998220,32,59,0,,,,,
6998279,64,60,59,,,,,
6998339,32,61,60,,,,,
6998400,32,59,61,,,,,
6998400,32,59,0,,,,,
6998400,64,59,0,,,,,
6998400,64,60,0,,,,,
6998458,64,61,58,,,,,
6998519,32,62,61,,,,,
6998519,64,63,0,,,,,
6998581,32,58,62,,,,,
6998581,64,58,0,,,,,
6998581,64,59,0,,,,,
6998639,64,61,58,,,,,
6998639,64,61,0,,,,,
6998699,64,73,60,,,,,
6998700,32,71,1,,,,,
6998700,64,71,0,,,,,
6998769,64,52,69,,,,,
6998769,64,52,0,,,,,
6998771,32,49,2,,,,,
6998771,32,49,0,,,,,
6998879,64,60,108,,,,,
6998879,64,60,0,,,,,
6998938,32,64,59,,,,,
6999002,32,56,64,,,,,
6999002,64,57,0,,,,,
6999002,64,57,0,,,,,
6999058,64,61,56,,,,,
6999058,64,61,0,,,,,
6999119,32,60,61,,,,,
6999178,32,61,59,,,,,
6999178,32,61,0,,,,,
6999178,64,62,0,,,,,
6999178,64,62,0,,,,,
6999239,64,61,61,,,,,
6999239,64,61,0,,,,,
6999300,32,59,61,,,,,
6999358,32,61,58,,,,,
6999358,64,62,0,,,,,
6999358,64,62,0,,,,,
6999359,32,60,1,,,,,
6999419,64,59,60,,,,,
6999419,64,60,0,,,,,
6999478,32,61,59,,,,,
6999538,64,63,60,,,,,
6999538,64,64,0,,,,,
6999539,32,61,1,,,,,
6999539,32,62,0,,,,,
6999600,64,59,61,,,,,
6999600,64,59,0,,,,,
6999658,32,62,58,,,,,
6999719,32,60,61,,,,,
6999719,32,60,0,,,,,
6999719,64,61,0,,,,,
6999719,64,61,0,,,,,
6999779,64,60,60,,,,,
6999839,32,61,60,,,,,
6999900,32,59,61,,,,,
6999900,32,59,0,,,,,
6999900,64,59,0,,,,,
6999900,64,60,0,,,,,
6999958,64,61,58,,,,,
6999958,64,61,0,,,,,
7000019,32,60,61,,,,,
7000078,32,61,59,,,,,
7000078,32,62,0,,,,,
7000078,64,62,0,,,,,
7000078,64,62,0,,,,,
7000139,64,63,61,,,,,
7000139,64,63,0,,,,,
7000202,32,59,63,,,,,
7000260,64,62,58,,,,,
7000260,64,63,0,,,,,
7000261,32,60,1,,,,,
7000261,32,61,0,,,,,
7000321,32,63,60,,,,,
7000321,32,63,0,,,,,
7000321,64,63,0,,,,,
7000321,64,64,0,,,,,
7000383,64,55,62,,,,,
7000383,64,56,0,,,,,
7000500,32,60,117,,,,,
7000500,32,60,0,,,,,
7000500,64,60,0,,,,,
7000500,64,61,0,,,,,
7000559,64,60,59,,,,,
7000559,64,60,0,,,,,
7000619,32,59,60,,,,,
7000678,32,61,59,,,,,
7000678,32,62,0,,,,,
7000678,64,62,0,,,,,
7000678,64,63,0,,,,,
7000739,64,61,61,,,,,
7000739,64,61,0,,,,,
7000800,32,59,61,,,,,
7000858,64,62,58,,,,,
7000858,64,63,0,,,,,
7000859,32,61,1,,,,,
7000859,32,61,0,,,,,
7000919,64,60,60,,,,,
7000919,64,60,0,,,,,
7000979,32,60,60,,,,,
7001038,64,63,59,,,,,
7001038,64,64,0,,,,,
7001039,32,61,1,,,,,
7001039,32,62,0,,,,,
7001100,64,59,61,,,,,
7001158,32,62,58,,,,,
7001219,64,62,61,,,,,
7001219,64,62,0,,,,,
7001281,64,58,62,,,,,
7001281,64,59,0,,,,,
7001339,32,61,58,,,,,
7001400,32,63,61,,,,,
7001400,64,64,0,,,,,
7001400,64,64,0,,,,,
7001463,64,55,63,,,,,
7001463,64,55,0,,,,,
7001578,32,61,115,,,,,
7001578,32,61,0,,,,,
7001578,64,61,0,,,,,
7001578,64,62,0,,,,,
7001638,32,63,60,,,,,
7001638,64,63,0,,,,,
7001638,64,63,0,,,,,
7001700,64,58,62,,,,,
7001758,32,61,58,,,,,
7001758,64,62,0,,,,,
7001819,32,59,61,,,,,
7001819,64,60,0,,,,,
7001819,64,60,0,,,,,
7001938,32,62,119,,,,,
7001938,32,62,0,,,,,
7001938,64,63,0,,,,,
7001938,64,63,0,,,,,
7001999,64,60,61,,,,,
7001999,64,60,0,,,,,
7002059,32,61,60,,,,,
7002118,64,62,59,,,,,
7002118,64,62,0,,,,,
7002120,32,59,2,,,,,
7002120,32,59,0,,,,,
7002238,64,63,118,,,,,
7002238,64,63,0,,,,,
7002239,32,61,1,,,,,
7002300,64,59,61,,,,,
7002300,64,59,0,,,,,
7002359,32,60,59,,,,,
7002418,32,61,59,,,,,
7002418,32,61,0,,,,,
7002418,64,62,0,,,,,
7002418,64,62,0,,,,,
7002478,64,61,60,,,,,
7002479,64,59,1,,,,,
7002538,32,60,59,,,,,
7002538,64,60,0,,,,,
7002538,64,61,0,,,,,
7002597,64,62,59,,,,,
7002598,64,60,1,,,,,
7002718,32,61,120,,,,,
7002718,32,61,0,,,,,
7002718,64,61,0,,,,,
7002718,64,62,0,,,,,
7002778,64,60,60,,,,,
7002778,64,60,0,,,,,
7002838,32,60,60,,,,,
7002897,32,62,59,,,,,
7002897,32,62,0,,,,,
7002897,64,63,0,,,,,
7002897,64,63,0,,,,,
7002959,64,58,62,,,,,
7003017,32,63,58,,,,,
7003079,64,58,62,,,,,
7003079,64,59,0,,,,,
7003260,32,60,181,,,,,
7003260,32,60,0,,,,,
7003260,64,61,0,,,,,
7003260,64,61,0,,,,,
7003320,64,59,60,,,,,
7003320,64,59,0,,,,,
7003379,32,60,59,,,,,
7003438,64,61,59,,,,,
7003438,64,62,0,,,,,
7003439,32,60,1,,,,,
7003559,64,61,120,,,,,
7003560,32,59,1,,,,,
7003560,32,60,0,,,,,
7003560,64,60,0,,,,,
7003619,64,59,59,,,,,
7003619,64,60,0,,,,,
7003678,32,61,59,,,,,
7003738,64,61,60,,,,,
7003739,32,59,1,,,,,
7003860,32,59,121,,,,,
7003860,32,59,0,,,,,
7003860,64,60,0,,,,,
7003860,64,60,0,,,,,
7003919,64,60,59,,,,,
7003919,64,60,0,,,,,
7003978,32,64,59,,,,,
7003978,64,65,0,,,,,
7003978,64,65,0,,,,,
7004042,64,56,64,,,,,
7004042,64,56,0,,,,,
7004098,32,62,56,,,,,
7004159,64,60,61,,,,,
7004159,64,61,0,,,,,
7004160,32,59,1,,,,,
7004160,32,59,0,,,,,
7004279,32,60,119,,,,,
7004338,32,61,59,,,,,
7004338,32,61,0,,,,,
7004338,64,62,0,,,,,
7004338,64,62,0,,,,,
7004399,64,59,61,,,,,
7004458,32,62,59,,,,,
7004458,64,63,0,,,,,
7004458,64,63,0,,,,,
7004520,64,57,62,,,,,
7004520,64,57,0,,,,,
7004577,32,61,57,,,,,
7004637,32,61,60,,,,,
7004637,64,61,0,,,,,
7004637,64,62,0,,,,,
7004638,32,60,1,,,,,
7004758,32,64,120,,,,,
7004822,64,55,64,,,,,
7004822,64,56,0,,,,,
7004937,64,61,115,,,,,
7004937,64,62,0,,,,,
7004938,32,60,1,,,,,
7004938,32,60,0,,,,,
7004997,64,62,59,,,,,
7004997,64,63,0,,,,,
7005058,64,62,61,,,,,
7005058,64,63,0,,,,,
7005059,32,60,1,,,,,
7005059,32,61,0,,,,,
7005119,64,58,60,,,,,
7005119,64,59,0,,,,,
7005177,32,61,58,,,,,
7005238,32,59,61,,,,,
7005238,32,59,0,,,,,
7005238,64,60,0,,,,,
7005238,64,60,0,,,,,
7005357,32,62,119,,,,,
7005419,32,58,62,,,,,
7005419,32,59,0,,,,,
7005419,64,59,0,,,,,
7005419,64,60,0,,,,,
7005477,64,61,58,,,,,
7005537,64,62,60,,,,,
7005537,64,63,0,,,,,
7005538,32,61,1,,,,,
7005538,32,61,0,,,,,
7005598,64,60,60,,,,,
7005658,32,62,60,,,,,
7005719,32,58,61,,,,,
7005719,64,59,0,,,,,
7005719,64,59,0,,,,,
7005838,32,60,119,,,,,
7005838,64,61,0,,,,,
7005838,64,61,0,,,,,
7005898,64,60,60,,,,,
7005898,64,60,0,,,,,
7005958,32,62,60,,,,,
7006019,32,60,61,,,,,
7006019,64,60,0,,,,,
7006078,64,62,59,,,,,
7006139,64,61,61,,,,,
7006139,64,62,0,,,,,
7006140,32,59,1,,,,,
7006140,32,60,0,,,,,
7006199,64,60,59,,,,,
7006199,64,61,0,,,,,
7006258,64,68,59,,,,,
7006259,32,66,1,,,,,
7006259,64,66,0,,,,,
7006324,64,55,65,,,,,
7006325,64,53,1,,,,,
7006439,32,63,114,,,,,
7006439,32,63,0,,,,,
7006439,64,64,0,,,,,
7006439,64,64,0,,,,,
7006501,64,58,62,,,,,
7006501,64,58,0,,,,,
7006559,32,61,58,,,,,
7006619,32,59,60,,,,,
7006619,64,60,0,,,,,
7006738,64,62,119,,,,,
7006739,32,60,1,,,,,
7006739,32,60,0,,,,,
7006739,64,60,0,,,,,
7006859,32,62,120,,,,,
7006859,64,62,0,,,,,
7006859,64,63,0,,,,,
7006921,64,58,62,,,,,
7006921,64,58,0,,,,,
7006979,32,60,58,,,,,
7007038,32,60,59,,,,,
7007038,32,61,0,,,,,
7007038,64,61,0,,,,,
7007038,64,62,0,,,,,
7007159,32,61,121,,,,,
7007159,64,61,0,,,,,
7007159,64,61,0,,,,,
7007219,32,59,60,,,,,
7007219,64,60,0,,,,,
7007219,64,60,0,,,,,
7007278,32,61,59,,,,,
7007338,32,61,60,,,,,
7007338,32,62,0,,,,,
7007338,64,62,0,,,,,
7007338,64,63,0,,,,,
7007399,64,60,61,,,,,
7007399,64,60,0,,,,,
7007458,32,63,59,,,,,
7007520,64,60,62,,,,,
7007520,64,61,0,,,,,
7007521,32,59,1,,,,,
7007521,32,59,0,,,,,
7007579,64,60,58,,,,,
7007579,64,60,0,,,,,
7007639,32,60,60,,,,,
7007698,32,61,59,,,,,
7007698,32,61,0,,,,,
7007698,64,62,0,,,,,
7007698,64,62,0,,,,,
7007758,64,63,60,,,,,
7007758,64,63,0,,,,,
7007820,64,61,62,,,,,
7007820,64,61,0,,,,,
7007821,32,59,1,,,,,
7007821,32,60,0,,,,,
7007878,64,61,57,,,,,
7007878,64,61,0,,,,,
7007880,32,58,2,,,,,
7007938,64,60,58,,,,,
7007938,64,61,0,,,,,
7007998,32,61,60,,,,,
7008058,64,63,60,,,,,
7008058,64,63,0,,,,,
7008059,32,61,1,,,,,
7008059,32,61,0,,,,,
7008178,64,61,119,,,,,
7008178,64,62,0,,,,,
7008179,32,60,1,,,,,
7008179,32,60,0,,,,,
7008238,64,61,59,,,,,
7008238,64,61,0,,,,,
7008299,32,60,61,,,,,
7008358,32,61,59,,,,,
7008358,32,62,0,,,,,
7008358,64,62,0,,,,,
7008358,64,63,0,,,,,
7008478,64,62,120,,,,,
7008478,64,63,0,,,,,
7008479,32,60,1,,,,,
7008479,32,61,0,,,,,
7008539,64,59,60,,,,,
7008539,64,60,0,,,,,
7008598,32,63,59,,,,,
7008661,32,58,63,,,,,
7008661,64,59,0,,,,,
7008661,64,59,0,,,,,
7008779,32,60,118,,,,,
7008779,32,61,0,,,,,
7008779,64,61,0,,,,,
7008779,64,62,0,,,,,
7008839,64,59,60,,,,,
7008839,64,60,0,,,,,
7008898,32,61,59,,,,,
7008958,64,63,60,,,,,
7008959,32,61,1,,,,,
7008959,32,61,0,,,,,
7008959,64,62,0,,,,,
7009020,64,58,61,,,,,
7009020,64,59,0,,,,,
7009078,32,66,58,,,,,
7009143,64,56,65,,,,,
7009144,64,54,1,,,,,
7009259,32,61,115,,,,,
7009259,32,62,0,,,,,
7009259,64,62,0,,,,,
7009259,64,62,0,,,,,
7009320,64,59,61,,,,,
7009320,64,59,0,,,,,
7009378,32,63,58,,,,,
7009378,64,64,0,,,,,
7009378,64,64,0,,,,,
7009441,64,57,63,,,,,
7009441,64,57,0,,,,,
7009558,64,63,117,,,,,
7009558,64,63,0,,,,,
7009559,32,61,1,,,,,
7009559,32,61,0,,,,,
7009620,64,58,61,,,,,
7009620,64,59,0,,,,,
7009678,32,64,58,,,,,
7009742,64,57,64,,,,,
7009742,64,57,0,,,,,
7009859,32,60,117,,,,,
7009859,32,61,0,,,,,
7009859,64,61,0,,,,,
7009859,64,62,0,,,,,
7009919,64,61,60,,,,,
7009979,64,61,60,,,,,
7009979,64,61,0,,,,,
7009980,32,59,1,,,,,
7009980,32,59,0,,,,,
7010039,64,59,59,,,,,
7010039,64,60,0,,,,,
7010098,32,61,59,,,,,
7010158,64,63,60,,,,,
7010159,32,61,1,,,,,
7010159,64,61,0,,,,,
7010279,32,60,120,,,,,
7010279,32,61,0,,,,,
7010279,64,61,0,,,,,
7010279,64,62,0,,,,,
7010339,64,60,60,,,,,
7010339,64,60,0,,,,,
7010398,32,62,59,,,,,
7010460,64,59,62,,,,,
7010460,64,60,0,,,,,
7010579,32,60,119,,,,,
7010579,32,60,0,,,,,
7010579,64,61,0,,,,,
7010579,64,61,0,,,,,
7010638,64,61,59,,,,,
7010638,64,61,0,,,,,
7010699,32,62,61,,,,,
7010760,64,61,61,,,,,
7010761,32,59,1,,,,,
7010761,64,59,0,,,,,
7010878,64,62,117,,,,,
7010878,64,62,0,,,,,
7010879,32,60,1,,,,,
7010879,32,61,0,,,,,
7010939,64,59,60,,,,,
7010939,64,60,0,,,,,
7010998,32,63,59,,,,,
7011061,64,59,63,,,,,
7011120,32,59,59,,,,,
7011179,32,59,59,,,,,
7011179,32,60,0,,,,,
7011179,64,60,0,,,,,
7011179,64,61,0,,,,,
7011238,64,61,59,,,,,
7011238,64,61,0,,,,,
7011298,32,62,60,,,,,
7011359,64,61,61,,,,,
7011360,64,60,1,,,,,
7011479,32,64,119,,,,,
7011479,64,65,0,,,,,
7011479,64,65,0,,,,,
7011543,64,55,64,,,,,
7011543,64,55,0,,,,,
7011658,32,61,115,,,,,
7011658,32,62,0,,,,,
7011658,64,62,0,,,,,
7011658,64,63,0,,,,,
7011778,64,62,120,,,,,
7011778,64,62,0,,,,,
7011779,32,60,1,,,,,
7011779,32,60,0,,,,,
7011838,64,61,59,,,,,
7011839,64,60,1,,,,,
7011899,32,60,60,,,,,
7011959,32,61,60,,,,,
7011959,64,61,0,,,,,
7012079,64,62,120,,,,,
7012079,64,62,0,,,,,
7012080,32,60,1,,,,,
7012080,32,61,0,,,,,
7012140,64,59,60,,,,,
7012140,64,60,0,,,,,
7012199,32,65,59,,,,,
7012264,64,56,65,,,,,
7012264,64,57,0,,,,,
7012320,32,60,56,,,,,
7012379,64,62,59,,,,,
7012379,64,62,0,,,,,
7012380,32,60,1,,,,,
7012380,32,61,0,,,,,
7012440,64,60,60,,,,,
7012440,64,60,0,,,,,
7012499,64,63,59,,,,,
7012499,64,63,0,,,,,
7012500,32,61,1,,,,,
7012560,64,62,60,,,,,
7012561,32,60,1,,,,,
7012561,64,60,0,,,,,
7012679,64,63,118,,,,,
7012680,32,61,1,,,,,
7012680,32,61,0,,,,,
7012680,64,62,0,,,,,
7012740,64,60,60,,,,,
7012740,64,60,0,,,,,
7012800,32,60,60,,,,,
7012859,32,62,59,,,,,
7012859,64,63,0,,,,,
7012859,64,63,0,,,,,
7012860,32,61,1,,,,,
7012980,64,61,120,,,,,
7012980,64,62,0,,,,,
7012981,32,59,1,,,,,
7012981,32,60,0,,,,,
7013040,32,59,59,,,,,
7013040,64,60,0,,,,,
7013040,64,60,0,,,,,
7013099,32,61,59,,,,,
7013159,32,62,60,,,,,
7013159,32,63,0,,,,,
7013159,64,63,0,,,,,
7013159,64,63,0,,,,,
7013221,64,59,62,,,,,
7013221,64,59,0,,,,,
7013279,32,65,58,,,,,
7013279,64,65,0,,,,,
7013344,64,56,65,,,,,
7013344,64,56,0,,,,,
7013460,32,61,116,,,,,
7013460,32,62,0,,,,,
7013460,64,62,0,,,,,
7013460,64,62,0,,,,,
7013521,64,59,61,,,,,
7013521,64,59,0,,,,,
7013579,64,63,58,,,,,
7013579,64,64,0,,,,,
7013580,32,62,1,,,,,
7013641,64,36,61,,,,,
7013642,64,34,1,,,,,
7013676,32,60,34,,,,,
7013676,64,61,0,,,,,
7013736,64,60,60,,,,,
7013736,64,60,0,,,,,
7013795,32,67,59,,,,,
7013795,64,67,0,,,,,
7013861,64,54,66,,,,,
7013861,64,55,0,,,,,
7013915,32,64,54,,,,,
7013975,64,61,60,,,,,
7013975,64,61,0,,,,,
7013979,32,56,4,,,,,
7013979,32,56,0,,,,,
7014095,32,62,116,,,,,
7014095,32,62,0,,,,,
7014095,64,63,0,,,,,
7014095,64,63,0,,,,,
7014156,64,60,61,,,,,
7014156,64,60,0,,,,,
7014216,32,62,60,,,,,
7014277,32,58,61,,,,,
7014277,64,59,0,,,,,
7014277,64,59,0,,,,,
7014395,32,62,118,,,,,
7014395,64,63,0,,,,,
7014395,64,63,0,,,,,
7014396,32,61,1,,,,,
7014456,64,59,60,,,,,
7014457,64,58,1,,,,,
7014515,32,61,58,,,,,
7014575,64,62,60,,,,,
7014575,64,62,0,,,,,
7014576,32,60,1,,,,,
7014576,32,60,0,,,,,
7014636,64,60,60,,,,,
7014695,32,62,59,,,,,
7014695,64,63,0,,,,,
7014695,64,63,0,,,,,
7014757,64,58,62,,,,,
7014757,64,59,0,,,,,
7014815,32,61,58,,,,,
7014875,64,61,60,,,,,
7014875,64,61,0,,,,,
7014876,32,59,1,,,,,
7014995,32,62,119,,,,,
7014995,32,62,0,,,,,
7014995,64,63,0,,,,,
7014995,64,63,0,,,,,
7015056,64,60,61,,,,,
7015056,64,61,0,,,,,
7015057,32,59,1,,,,,
7015115,64,60,58,,,,,
7015115,64,61,0,,,,,
7015175,32,65,60,,,,,
7015239,64,57,64,,,,,
7015239,64,57,0,,,,,
7015295,32,62,56,,,,,
7015356,32,59,61,,,,,
7015356,32,60,0,,,,,
7015356,64,60,0,,,,,
7015356,64,61,0,,,,,
7015415,64,41,59,,,,,
7015453,32,397,38,,,,,
7015456,64,58,3,,,,,
7015456,64,59,0,,,,,
7015514,32,60,58,,,,,
7015514,64,61,0,,,,,
7015514,64,61,0,,,,,
7015574,32,59,60,,,,,
7015574,64,60,0,,,,,
7015574,64,60,0,,,,,
7015695,64,60,121,,,,,
7015695,64,61,0,,,,,
7015696,32,58,1,,,,,
7015696,32,59,0,,,,,
7015754,64,59,58,,,,,
7015754,64,60,0,,,,,
7015813,32,66,59,,,,,
7015879,64,54,66,,,,,
7015879,64,55,0,,,,,
7015994,64,62,115,,,,,
7015994,64,62,0,,,,,
7015996,32,59,2,,,,,
7015996,32,59,0,,,,,
7016055,64,58,59,,,,,
7016055,64,59,0,,,,,
7016113,32,61,58,,,,,
7016173,64,62,60,,,,,
7016173,64,63,0,,,,,
7016174,32,61,1,,,,,
7016174,32,61,0,,,,,
7016234,64,61,60,,,,,
7016234,64,62,0,,,,,
7016295,32,63,61,,,,,
7016295,64,64,0,,,,,
7016295,64,64,0,,,,,
7016358,64,55,63,,,,,
7016358,64,56,0,,,,,
7016413,32,61,55,,,,,
7016473,64,62,60,,,,,
7016474,32,59,1,,,,,
7016474,32,60,0,,,,,
7016474,64,60,0,,,,,
7016533,64,63,59,,,,,
7016533,64,63,0,,,,,
7016595,32,59,62,,,,,
7016595,64,60,0,,,,,
7016595,64,60,0,,,,,
7016654,32,60,59,,,,,
7016654,64,60,0,,,,,
7016654,64,61,0,,,,,
7016773,64,51,119,,,,,
7016774,32,48,1,,,,,
7016774,32,49,0,,,,,
7016774,64,49,0,,,,,
7016822,32,59,48,,,,,
7016822,64,60,0,,,,,
7016822,64,60,0,,,,,
7016942,32,60,120,,,,,
7016942,64,60,0,,,,,
7016942,64,61,0,,,,,
7016943,32,58,1,,,,,
7017001,64,61,58,,,,,
7017001,64,61,0,,,,,
7017061,64,62,60,,,,,
7017062,32,60,1,,,,,
7017062,64,61,0,,,,,
7017122,64,59,60,,,,,
7017122,64,60,0,,,,,
7017181,32,36,59,,,,,
7017279,32,60,98,,,,,
7017279,32,60,0,,,,,
7017279,64,60,0,,,,,
7017279,64,61,0,,,,,
7017338,64,60,59,,,,,
7017338,64,60,0,,,,,
7017398,32,59,60,,,,,
7017398,64,60,0,,,,,
7017457,32,61,59,,,,,
7017457,64,61,0,,,,,
7017517,512,123,60,,,,,
7017579,32,59,62,,,,,
7017579,32,59,0,,,,,
7017579,64,60,0,,,,,
7017579,64,60,0,,,,,
7017637,64,60,58,,,,,
7017637,64,61,0,,,,,
7017697,32,61,60,,,,,
7017758,32,60,61,,,,,
7017758,64,60,0,,,,,
7017818,64,61,60,,,,,
7017878,64,61,60,,,,,
7017878,64,62,0,,,,,
7017879,32,60,1,,,,,
7017879,32,60,0,,,,,
7017938,64,60,59,,,,,
7017938,64,60,0,,,,,
7017998,32,61,60,,,,,
7018059,64,58,61,,,,,
7018059,64,58,0,,,,,
7018178,32,60,119,,,,,
7018178,32,61,0,,,,,
7018178,64,61,0,,,,,
7018178,64,62,0,,,,,
7018238,64,60,60,,,,,
7018298,64,60,60,,,,,
7018298,64,60,0,,,,,
7018298,32,18276,0,,,,,
7018357,64,18150,59,,,,,
7018357,64,18151,0,,,,,
7024004,32,25923,5647,,,,,
7026663,512,472,2659,,,,,
7027832,128,11854,1169,,,,,
7029021,32,190,1189,,,,,
7029298,128,437,277,,,,,
7030146,128,4218,848,,,,,
7034390,64,16354,4244,,,,,
7035915,32,54,1525,,,,,
7036977,32,27,1062,,,,,
7037001,128,1952,24,,,,,
7037121,32,58,120,,,,,
7037165,32,28,44,,,,,
7037273,32,49,108,,,,,
7037389,32,104,116,,,,,
7037435,32,15969,46,,,,,
7037459,32,51,24,,,,,
7037535,32,30,76,,,,,
7037653,32,30,118,,,,,
7038686,128,5547,1033,,,,,
7038742,32,52,56,,,,,
7039028,64,82,286,,,,,
7039110,64,120,82,,,,,
7039150,32,14256,40,,,,,
7039209,32,14099,59,,,,,
7039209,32,14100,0,,,,,
7039257,32,14048,48,,,,,
7039330,64,49,73,,,,,
7039330,32,259,0,,,,,
7039366,32,13927,36,,,,,
7039379,64,13867,13,,,,,
7039661,32,13738,282,,,,,
7040442,32,7337,781,,,,,
7042773,128,104,2331,,,,,
7044771,128,97,1998,,,,,
7044796,512,42,25,,,,,
7044966,128,8223,170,,,,,
7051440,32,3681,6474,,,,,
7053526,32,121,2086,,,,,
7053528,64,112,2,,,,,
7053562,32,192,34,,,,,
7053639,64,51,77,,,,,
7053690,64,63,51,,,,,
7053753,64,117,63,,,,,
7053753,32,4736,0,,,,,
7053753,32,8869,0,,,,,
7053753,32,10400,0,,,,,
7053869,64,61,116,,,,,
7053869,32,394,0,,,,,
7053929,64,334,60,,,,,
7053990,64,126,61,,,,,
7054134,64,72,144,,,,,
7054206,64,152,72,,,,,
7054261,128,17,55,,,,,
7054357,64,84,96,,,,,
7054357,32,9796,0,,,,,
7054357,64,57058,0,,,,,
7054375,32,9165,18,,,,,
7054380,64,18,5,,,,,
7054440,64,120,60,,,,,
7054440,128,5595,0,,,,,
7054560,64,84,120,,,,,
7054644,64,120,84,,,,,
7054699,256,1086,55,,,,,
7054747,32,116,48,,,,,
7054809,512,976,62,,,,,
7054937,128,526,128,,,,,
7054963,512,205,26,,,,,
7055381,64,70,418,,,,,
7055450,64,37,69,,,,,
7055486,64,39,36,,,,,
7055586,64,80,100,,,,,
7055586,128,81,0,,,,,
7055603,64,5634,17,,,,,
7055665,128,60,62,,,,,
7055666,64,59,1,,,,,
7055724,128,107,58,,,,,
7055725,64,59,1,,,,,
7055784,64,47,59,,,,,
7055830,128,79,46,,,,,
7055831,64,78,1,,,,,
7055909,128,114,78,,,,,
7056022,128,45,113,,,,,
7056023,64,44,1,,,,,
7056066,64,47,43,,,,,
7056066,128,122,0,,,,,
7056097,128,13,31,,,,,
